name,id,minutes,ingredients,steps,category
authentic traditional moussaka,126431,120,"['ground beef', 'tomatoes', 'onion', 'garlic cloves', 'red wine', 'tomato juice', 'oregano', 'bay leaf', 'olive oil', 'water', 'salt', 'pepper', 'eggplants', 'potatoes', 'yellow cheese', 'light vegetable oil', 'eggs', 'margarine', 'plain flour', 'sugar', 'ground cinnamon', 'milk']","['before starting anything it must be', 'the preparation of the meat sauce , the vegetable cooking and layering and finally the bechamel cream', 'for the meat sauce:', 'pour the oil into a deep large pan and heat it slightly', 'crumble the minced beef into the oil together with the onion and garlic', 'brown everything well , stirring constantly so the beef does not clump', 'pour in the wine and allow everything to boil until the wine evaporates', 'add the fresh tomato , oregano , bay leaf , salt and pepper and stir regularly while waiting for the tomato to soften well', 'pour in the tomato juice , stir everything and allow it to cook and thicken', 'finally , pour in the water and , over a medium flame , allow the sauce to cook until the beef is tender and the liquids have evaporated by at least 2 / 3 and the sauce is thick', 'while the meat sauce is cooking prepare the vegetables:', 'cut the eggplants into medium slices and soak them in salted water for 1 hour before your commence your sauce so everything will be more conveniently timed', 'this soaking removes the bitterness in the eggplant skins and also helps them not to absorb so much oil while frying', 'remove the eggplants from the eater , strain them well and then dry them on a kitchen towel to absorb any excess water', 'fry the potato slices and then strain them on kitchen paper', 'oil your moussaka plan with the tablespoons of olive oil and created a layer with the fried potatoes taking care not to leave any gaps', 'fry the eggplants and again strain them on kitchen paper and place then in a layer on top of the sliced potatoes', 'sprinkle some salt , pepper and 1 tablespoon of the grated cheese on the eggplant layer', 'strain the meat sauce of any excess oil and then pour it evenly on top of the eggplant', 'sprinkle the sauce with the 2nd tablespoon of grated cheese and then prepare your bechamel cream', 'for the bechamel cream:', 'this is an age old recipe handed down from mother to daughter , in my family , and then finally from my mother down to me', 'i strongly recommend that you avoid the temptation to adjust it as the extraordinary delight you will get when you taste it atop of traditional country moussaka , will leave an aftertaste that will linger in your memory for days', 'melt the butter in a pot , over a low flame , and add the flour stirring with a wooden spoon until the flour and butter combine to make a roux', 'quickly add the 4 of the cups of milk and keep stirring with a whisk until the mixture becomes almost creamy and when it starts to thicken a lot , add the remaining milk and the beaten eggs', 'continue stirring until everything has combined evenly and is a thick creamy texture - this may take some effort', 'add the sugar , mix it in well , the salt , pepper , cinnamon and cheese and mix everything well until it acquires its creamy texture again', 'allow it to bubble over a low flame for about 1 minute , while stirring constantly', 'if your cream is too thick , add a little more milk or water and stir it in well until it obtains the desired thickness', 'if , on the other hand , your cream is a little too thin , let it stand for about 5 minutes and it will thicken as it cools , and then use it', 'pour the bechamel cream evenly on top of the meat sauce and add the dabs of margarine to the surface of the cream in various places', 'bake the moussaka in a medium preheated oven at 180c - 350f , for about 30 minutes , or until the cream unevenly gently browns in places', 'allow the moussaka to cool for about 20 minutes and then cut it into servings']",vegetable
authentic trinidad pepperpot,228282,195,"['ground allspice', 'fresh ginger', 'cloves', 'cinnamon', 'fresh ground black pepper', 'brown sugar', 'cider vinegar', 'worcestershire sauce', 'hot chili sauce', 'dark rum', 'olive oil', 'pork', 'carrots', 'green pepper', 'yellow pepper', 'red chile', 'white onion', 'water', 'fresh coriander']","['n a very large heavy-bottomed pan , add all the spices , the sugar , vinegar , worcester sauce and oil', 'heat gently and mix thoroughly until you get a thick brown paste', 'add the meat and coat in the paste , leave to simmer for a few minutes with the lid on the pan', ""be careful because the sugar can burn easily and you don't want the meat to go too hard"", 'add rum to sizzle up and look professional !', 'chop all the vegetables into long thin slices', 'bung in to the pan , and add enough water to cover everything', 'keeping the lid on the pan , let it simmer for as long as possible it can keep going for several hours , but watch it to stop it drying out', 'it should be a sort of gravy consistency', 'finally , add the chilli sauce and the coriander in the last ten minutes of cooking', 'serve on top of a bed of red rice']",vegetable
authentic valencian paella,242332,80,"['chicken pieces', 'shrimp', 'mussels', 'chopped tomatoes', 'green beans', 'lima beans', 'saffron', 'spanish rice', 'hot water', 'olive oil', 'salt', 'sweet paprika']","['first , heat the oil and when it is hot enough , add the seafood and chicken and fry until lightly browned', 'then add the white and green beans and cook them together with the meat', 'while they are cooking , make a clearance in the middle of the paella pans and fry the chopped tomatoes until they look a little pasty , quickly adding the paprika , stirring quickly and immediately adding the hot water or broth until it is almost to the top of the paella pans edge', 'cook all the ingredients for about 20 minutes over a high fire and tasting for salt', 'after 20 minutes add the rice , distributing it evenly , making sure the rice is covered with liquid', 'the heat should be fairly high , not interrupting the boil', 'it takes about 20 minutes for the paella rice to cook', 'do not stir the rice once you have added it to the paella pans , just change its position so that the heat gets to all parts equally', 'all the broth should be absorbed when finished', 'take the paella off the heat and let stand for about 10 minutes covering the top with newspaper', 'if the rice has been cooked correctly , the rice grains should be loose , not clumped together or having a mushy texture', 'for a fantastic table presentation , small wedges of lemon can decorate the border and branches of romero in the middle', 'now you are ready to dig into your paella with wooden spoons and eat directly from the paela pans !']",vegetable
authentic viennese goulash  wiener fiakergulasch,382187,90,"['beef', 'onion', 'oil', 'hungarian paprika', 'garlic cloves', 'tomato paste', 'caraway seed', 'dried marjoram', 'flour', 'salt']","['heat oil or lard in a heavy pot', 'add onions and garlic and under constant stirring saute until very dark', 'add salt', 'add meat in batches , brown on all sides before adding next batch', 'do not let the meat steam , raise the heat and add oil if necessary', ""saute meat until browned on all sides , add paprika , stir until fragrant but watch out so it doesn't burn"", 'add broth , caraway seeds , majoram and tomato paste and simmer until meat is tender', 'depending on the cut , this can take up to 2 hours', 'if it gets too dry , add some broth', 'when the meat is tender , make a slurry with the flour and a few ts of water and add little by little , checking on the thickness of the sauce', 'simmer until the floury taste is gone and the sauce has the perfect consistency', 'enjoy with spaetzle , dumplings or noodles']",vegetable
authentic watergate salad,120800,70,"['instant pistachio pudding mix', 'crushed pineapple with juice', 'miniature marshmallow', 'nuts', 'non-dairy whipped topping']","['stir pudding mix , pineapple with juice , marshmallows and nuts in a large bowl until well blended', 'gently stir in whipped topping', 'refrigerate one hour or until ready to serve']",fruit
authentic wisconsin bratwurst,245359,25,"['bratwursts', 'dark beer', 'onion', 'dark brown sugar', 'sauerkraut']","['bring the beer , onions and brown sugar to a boil', 'place the brats in the liquid and turn down to lowest heat , so they just simmer', ""now get your grill fired up and when it's ready take your brats out of the beer and grill them"", 'since they are pretty well done , they need very little time on the grill', 'turn the heat up to high under the beer', 'dump in all or part of your drained sauerkraut', 'let it cook on high until the brats come in from the grill', 'condiments: mustard , catsup , sweet pickle relish , raw onions as well as the sauerkraut onion mixture from the pot your brats where inches in milwaukee we could buy a brat bun which is firmer more like french bread', 'but hot dog or hoagie buns will work too', ':-)', 'when they cook them on the parking lots , they put the grilled brats right back into the beer and hold them there until people buy them', 'they have large pans sitting at the back of the grills', ""since it's a promotion , they sell for $1"", '00', 'yummmm !']",vegetable
autumn  fall  glory soup,224606,90,"['pumpkin', 'onion', 'garlic', 'extra virgin olive oil', 'courgette', 'mushrooms', 'chopped tomatoes', 'pasta shells', 'vegetable stock', 'fromage frais', 'fresh basil', 'salt & fresh ground pepper']","['preheat the oven to 180c / 350f', 'cut the top off the pumpkin with a large sharp knife and scoop out and discard the seeds', 'using a small sharp knife and a tablespoon , cut and scrape out as much of the flesh from the shell as possible , then chop the flesh into rough chunks', 'bake the pumpkin with its lid on for 45 minutes to 1 hour until inside begins to soften', 'meanwhile , make the filling', 'gently fry onion , garlic and pumpkin flesh in olive oil for about 10 minutes , stirring occasionally', 'add the sliced courgette and the mushrooms and cook for a further 3 minutes , then stir in the tomatoes , pasta shells and stock', 'season well , bring to the boil , then cover the pasta and simmer gently for about 10 minutes', 'stir the fromage frais and basil into the pasta and spoon the mixture into the pumpkin']",vegetable
autumn apple brew,328233,35,"['apple juice', 'honey', 'cinnamon extract', 'whole cloves', 'lemon']","['mix all ingredients in large saucepan', 'simmer 30 minutes or until hot', 'remove whole spices before serving', 'serve warm or refrigerate to serve cold']",fruit
autumn apple buckle,256707,31,"['all-purpose flour', 'dark brown sugar', 'cinnamon', 'lemon zest', 'salt', 'unsalted butter', 'walnuts', 'baking powder', 'ground ginger', 'sugar', 'honey', 'pure vanilla extract', 'eggs', 'half-and-half', 'granny smith apples', 'sweetened whipped cream']","['preheat the oven to 350', 'butter and flour a 10-inch springform pan', 'make the crumb topping:', 'in a food processor , pulse the flour with the brown sugar , cinnamon , lemon zest and salt', 'add the butter and process until the mixture resembles moist sand', 'add the walnuts and pulse 3 times', 'transfer the mixture to a bowl and press into large crumbs', 'make the batter:', 'in a medium bowl , whisk the flour with the baking powder , ginger and salt', 'in a large bowl , using a handheld electric mixer , beat the butter until creamy', 'add the sugar and beat until light and fluffy , about 3 minutes', 'beat in the honey', 'add the lemon zest , vanilla and eggs and beat until smooth', 'add the dry ingredients in 2 batches , alternating with the half-and-half and beat at low speed until smooth', 'fold in the apples', 'scrape the batter into the prepared pan and smooth the top', 'sprinkle with the crumb topping', 'bake the buckle in the center of the oven for 1 hour and 15 minutes , or until the topping is golden and a toothpick inserted in the center comes out clean', 'let cool for at least 1 hour before unhinging the springform and removing the ring', 'cut the buckle into wedges and serve with sweetened whipped cream', 'make ahead:', 'the buckle can be refrigerated for up to 2 days', 'bring to room temperature before serving']",fruit
autumn apple cake with butter sauce,133726,70,"['sugar', 'eggs', 'butter', 'flour', 'salt', 'baking soda', 'cinnamon', 'nutmeg', 'apples', 'nuts', 'white sugar', 'brown sugar', 'evaporated milk']","['in a large bowl , combine the sugar , eggs and butter', 'beat well', 'in another bowl , sift together the flour , salt , baking soda , cinnamon and nutmeg', 'stir the dry ingredients into the creamed mixture', 'add the chopped apples and nuts', 'mix together well', 'pour into a well greased 9x13-inch pan', 'bake at 350f for 45 minutes', 'for the butter sauce: melt the 1 / 2 cup butter in a saucepan on low heat', 'add the sugars and evaporated milk', 'heat slowly , do not let boil', 'serve with apple cake', 'you may dollop each individual piece with whipped cream as well', 'delicious !']",fruit
